movie_id,movie_rank,movie_title,movie_runtime,movie_year,movie_rating,movie_votes
tt1727824,12, Bohemian Rhapsody,2h 14mPG-13,2018,7.9,"574,079"
tt6723592,13, Tenet,2h 30mPG-13,2020,7.3,"568,337"
tt6644200,14, A Quiet Place,1h 30mPG-13,2018,7.5,"567,953"
tt6966692,15, Green Book,2h 10mPG-13,2018,8.2,"542,702"
tt6320628,16, Spider-Man: Far from Home,2h 9mPG-13,2019,7.4,"537,741"
tt1270797,17, Venom,1h 52mPG-13,2018,6.6,"523,643"
tt1477834,18, Aquaman,2h 23mPG-13,2018,6.8,"505,411"
tt2527338,19, Star Wars: Episode IX - The Rise of Skywalker,2h 21mPG-13,2019,6.4,"480,882"
tt1677720,20, Ready Player One,2h 20mPG-13,2018,7.4,"468,943"
tt1950186,21, Ford v Ferrari,2h 32mPG-13,2019,8.1,"444,406"
tt5095030,22, Ant-Man and the Wasp,1h 58mPG-13,2018,7.0,"438,666"
tt2584384,23, Jojo Rabbit,1h 48mPG-13,2019,7.9,"426,395"
tt1302006,24, The Irishman,3h 29mR,2019,7.8,"418,772"
tt6146586,25, John Wick: Chapter 3 - Parabellum,2h 10mR,2019,7.4,"411,173"
tt1517451,26, A Star Is Born,2h 16mR,2018,7.6,"408,433"
tt8772262,27, Midsommar,2h 28mR,2019,7.1,"378,718"
tt0448115,28, Shazam!,2h 12mPG-13,2019,7.0,"375,801"
tt8367814,29, The Gentlemen,1h 53mR,2019,7.8,"375,607"
tt2737304,30, Bird Box,2h 4mR,2018,6.6,"375,423"
tt3778644,31, Solo: A Star Wars Story,2h 15mPG-13,2018,6.9,"370,847"
tt4912910,32, Mission: Impossible - Fallout,2h 27mPG-13,2018,7.7,"368,539"
tt2948372,33, Soul,1h 40mPG,2020,8.0,"362,437"
tt7784604,34, Hereditary,2h 7mR,2018,7.3,"361,849"
tt2798920,35, Annihilation,1h 55mR,2018,6.8,"351,797"
tt4881806,36, Jurassic World: Fallen Kingdom,2h 8mPG-13,2018,6.1,"336,377"
tt7653254,37, Marriage Story,2h 17mR,2019,7.9,"335,814"
tt6857112,38, Us,1h 56mR,2019,6.8,"330,835"
tt3606756,39, Incredibles 2,1h 58mPG,2018,7.6,"321,021"
tt5727208,40, Uncut Gems,2h 15mR,2019,7.4,"307,604"
tt4123430,41, Fantastic Beasts: The Crimes of Grindelwald,2h 14mPG-13,2018,6.5,"301,523"
tt7349950,42, It Chapter Two,2h 49mR,2019,6.5,"292,974"
tt0437086,43, Alita: Battle Angel,2h 2mPG-13,2019,7.3,"286,837"
tt7126948,44, Wonder Woman 1984,2h 31mPG-13,2020,5.4,"286,182"
tt6139732,45, Aladdin,2h 8mPG,2019,6.9,"284,021"
tt7349662,46, BlacKkKlansman,2h 15mR,2018,7.5,"283,407"
tt9243946,47, El Camino: A Breaking Bad Movie,2h 2mTV-MA,2019,7.3,"281,195"
tt7975244,48, Jumanji: The Next Level,2h 3mPG-13,2019,6.7,"273,028"
tt1979376,49, Toy Story 4,1h 40mG,2019,7.7,"271,780"
tt8332922,50, A Quiet Place Part II,1h 37mPG-13,2020,7.2,"262,410"
tt6105098,51, The Lion King,1h 58mPG,2019,6.8,"261,359"
tt6823368,52, Glass,2h 9mPG-13,2019,6.6,"260,948"
tt8228288,53, The Platform,1h 34mTV-MA,2019,7.0,"259,815"
tt7713068,54, Birds of Prey,1h 49mR,2020,6.1,"258,344"
tt2935510,55, Ad Astra,2h 3mPG-13,2019,6.5,"254,595"
tt8936646,56, Extraction,1h 56mR,2020,6.8,"254,119"
tt2704998,57, Game Night,1h 40mR,2018,6.9,"250,596"
tt1051906,58, The Invisible Man,2h 4mR,2020,7.1,"247,395"
tt7984734,59, The Lighthouse,1h 49mR,2019,7.4,"243,403"
tt5164214,60, Ocean's Eight,1h 50mPG-13,2018,6.3,"236,258"
tt3281548,61, Little Women,2h 15mPG,2019,7.8,"232,103"
tt6806448,62, Fast & Furious Presents: Hobbs & Shaw,2h 17mPG-13,2019,6.5,"230,128"
tt1365519,63, Tomb Raider,1h 59mPG-13,2018,6.3,"223,462"
tt5083738,64, The Favourite,1h 59mR,2018,7.5,"214,791"
tt5606664,65, Doctor Sleep,2h 32mR,2019,7.3,"212,551"
tt7846844,66, Enola Holmes,2h 3mPG-13,2020,6.6,"211,859"
tt4779682,67, The Meg,1h 53mPG-13,2018,5.6,"201,680"
tt6499752,68, Upgrade,1h 40mR,2018,7.5,"200,511"
tt6565702,69, Dark Phoenix,1h 53mPG-13,2019,5.7,"199,925"
tt9620292,70, Promising Young Woman,1h 53mR,2020,7.5,"199,117"
tt1213641,71, First Man,2h 21mPG-13,2018,7.3,"198,491"
tt2873282,72, Red Sparrow,2h 20mR,2018,6.6,"197,493"
tt3741700,73, Godzilla: King of the Monsters,2h 12mPG-13,2019,6.0,"196,829"
tt1560220,74, Zombieland: Double Tap,1h 39mR,2019,6.7,"195,173"
tt8106534,75, 6 Underground,2h 8mR,2019,6.1,"191,690"
tt6450804,76, Terminator: Dark Fate,2h 8mR,2019,6.2,"189,385"
tt2066051,77, Rocketman,2h 1mR,2019,7.3,"189,183"
tt1070874,78, The Trial of the Chicago 7,2h 9mR,2020,7.7,"189,092"
tt4520988,79, Frozen II,1h 43mPG,2019,6.8,"188,083"
tt3766354,80, The Equalizer 2,2h 1mR,2018,6.7,"186,029"
tt5104604,81, Isle of Dogs,1h 41mPG-13,2018,7.8,"185,670"
tt3104988,82, Crazy Rich Asians,2hPG-13,2018,6.9,"185,039"
tt1028856,83, Another Round,1h 57mNot Rated,2020,7.7,"184,238"
tt4701182,84, Bumblebee,1h 54mPG-13,2018,6.7,"183,669"
tt1027238,85, The Father,1h 37mPG-13,2020,8.2,"181,030"
tt2231461,86, Rampage,1h 47mPG-13,2018,6.1,"180,984"
tt7556122,87, The Old Guard,2h 5mR,2020,6.7,"178,994"
tt5884052,88, Pokémon: Detective Pikachu,1h 44mPG,2019,6.5,"178,703"
tt5848272,89, Ralph Breaks the Internet,1h 52mPG,2018,7.0,"176,980"
tt7668870,90, Searching,1h 42mPG-13,2018,7.6,"176,831"
tt9770150,91, Nomadland,1h 47mR,2020,7.3,"176,432"
tt9484998,92, Palm Springs,1h 30mR,2020,7.4,"176,126"
tt7798634,93, Ready or Not,1h 35mR,2019,6.9,"174,418"
tt4729430,94, Klaus,1h 36mPG,2019,8.2,"174,273"
tt1502397,95, Bad Boys for Life,2h 4mR,2020,6.5,"171,228"
tt6155172,96, Roma,2h 15mR,2018,7.7,"166,837"
tt1502407,97, Halloween,1h 46mR,2018,6.5,"166,377"
tt5814060,98, The Nun,1h 36mR,2018,5.3,"165,487"
tt7146812,99, Onward,1h 42mPG,2020,7.4,"164,363"
tt6412452,100,. The Ballad of Buster Scruggs,2h 13mR,2018,7.3,"162,660"
tt1618434,101,. Murder Mystery,1h 37mPG-13,2019,6.0,"162,527"
tt8079248,102,. Yesterday,1h 56mPG-13,2019,6.8,"162,400"
tt5052474,103,. Sicario: Day of the Soldado,2h 2mR,2018,7.1,"161,723"
tt6628394,104,. Bad Times at the El Royale,2h 21mR,2018,7.1,"160,769"
tt7040874,105,. A Simple Favor,1h 57mR,2018,6.8,"158,807"
tt6266538,106,. Vice,2h 12mR,2018,7.2,"158,256"
tt4566758,107,. Mulan,1h 55mPG-13,2020,5.8,"156,572"
tt4500922,108,. Maze Runner: The Death Cure,2h 23mPG-13,2018,6.2,"156,148"
tt3794354,109,. Sonic the Hedgehog,1h 39mPG,2020,6.5,"154,253"
tt6343314,110,. Creed II,2h 10mPG-13,2018,7.1,"151,484"
tt1314396,111,. Borat Subsequent Moviefilm,1h 35mR,2020,6.6,"149,914"
tt7959026,112,. The Mule,1h 56mR,2018,7.0,"148,511"
tt7395114,113,. The Devil All the Time,2h 18mR,2020,7.1,"148,065"
tt7984766,114,. The King,2h 20mR,2019,7.3,"145,183"
tt2386490,115,. How to Train Your Dragon: The Hidden World,1h 44mPG,2019,7.4,"144,640"
tt5363618,116,. Sound of Metal,2hR,2019,7.7,"144,292"
tt2283336,117,. Men in Black: International,1h 54mPG-13,2019,5.6,"143,562"
tt2854926,118,. Tag,1h 40mR,2018,6.5,"143,470"
tt9893250,119,. I Care a Lot,1h 58mR,2020,6.4,"141,697"
tt1488606,120,. Triple Frontier,2h 5mR,2019,6.5,"140,959"
tt3829266,121,. The Predator,1h 47mR,2018,5.3,"140,786"
tt2222042,122,. Love and Monsters,1h 49mPG-13,2020,6.9,"138,610"
tt5886046,123,. Escape Room,1h 39mPG-13,2019,6.4,"137,743"
tt1571234,124,. Mortal Engines,2h 8mPG-13,2018,6.1,"135,840"
tt9495224,125,. Black Mirror: Bandersnatch,1h 30mTV-MA,2018,7.1,"134,424"
tt8110330,126,. Dil Bechara,1h 41mNot Rated,2020,8.3,"133,875"
tt5758778,127,. Skyscraper,1h 42mPG-13,2018,5.8,"131,018"
tt8404614,128,. The Two Popes,2h 5mPG-13,2019,7.6,"130,684"
tt7737786,129,. Greenland,1h 59mPG-13,2020,6.4,"128,331"
tt1489887,130,. Booksmart,1h 42mR,2019,7.1,"128,024"
tt2557478,131,. Pacific Rim: Uprising,1h 51mPG-13,2018,5.6,"124,495"
tt8244784,132,. The Hunt,1h 30mR,2020,6.5,"124,384"
tt6394270,133,. Bombshell,1h 49mR,2019,6.8,"123,964"
tt5164432,134,". Love, Simon",1h 50mPG-13,2018,7.5,"122,819"
tt1590193,135,. The Commuter,1h 44mPG-13,2018,6.3,"122,803"
tt1018951,136,. Soorarai Pottru,2h 33mTV-MA,2020,8.7,"121,757"
tt1259528,137,. Den of Thieves,2h 20mR,2018,7.0,"120,572"
tt3846674,138,. To All the Boys I've Loved Before,1h 39mTV-14,2018,7.0,"119,878"
tt1025100,139,. Gemini Man,1h 57mPG-13,2019,5.7,"119,843"
tt2139881,140,. Long Shot,2h 5mR,2019,6.8,"119,017"
tt7401588,141,. Instant Family,1h 58mPG-13,2018,7.3,"116,032"
tt4777008,142,. Maleficent: Mistress of Evil,1h 59mPG,2019,6.6,"115,532"
tt2548396,143,. The Cloverfield Paradox,1h 42mPG-13,2018,5.5,"111,024"
tt6048922,144,. Greyhound,1h 31mPG-13,2020,7.0,"108,764"
tt8503618,145,. Hamilton,2h 40mPG-13,2020,8.3,"108,052"
tt6189022,146,. Angel Has Fallen,2h 1mR,2019,6.4,"107,137"
tt1206885,147,. Rambo: Last Blood,1h 29mR,2019,6.1,"106,885"
tt5503686,148,. Hustlers,1h 50mR,2019,6.3,"105,745"
tt7752126,149,. Brightburn,1h 30mR,2019,6.1,"105,439"
tt6911608,150,. Mamma Mia! Here We Go Again,1h 54mPG-13,2018,6.6,"105,015"
tt4530422,151,. Overlord,1h 50mR,2018,6.6,"104,896"
tt8613070,152,. Portrait of a Lady on Fire,2h 2mR,2019,8.1,"104,431"
tt4218572,153,. Widows,2h 9mR,2018,6.8,"102,660"
tt8267604,154,. Capernaum,2h 6mR,2018,8.4,"100,796"
tt8580274,155,. Eurovision Song Contest: The Story of Fire Saga,2h 3mPG-13,2020,6.5,"100,270"
tt2481498,156,". Extremely Wicked, Shockingly Evil and Vile",1h 50mR,2019,6.7,"100,175"
tt8108198,157,. Andhadhun,2h 19mNot Rated,2018,8.2,"99,830"
tt1860242,158,. The Highwaymen,2h 12mR,2019,6.9,"99,310"
tt4364194,159,. The Peanut Butter Falcon,1h 37mPG-13,2019,7.6,"98,992"
tt6292852,160,. I Am Mother,1h 53mTV-14,2019,6.7,"97,237"
tt0837563,161,. Pet Sematary,1h 40mR,2019,5.7,"97,070"
tt9071322,162,. Dark Waters,2h 6mPG-13,2019,7.6,"96,928"
tt7939766,163,. I'm Thinking of Ending Things,2h 14mR,2020,6.6,"96,858"
tt4139588,164,. Polar,1h 58mTV-MA,2019,6.3,"96,724"
tt7886848,165,. Sadak 2,2h 13mTV-MA,2020,1.2,"96,517"
tt2274648,166,. Hellboy,2hR,2019,5.2,"96,138"
tt1088616,167,. 365 Days,1h 54mTV-MA,2020,3.3,"96,084"
tt7550000,168,. Project Power,1h 53mR,2020,6.0,"95,606"
tt8629748,169,. Spenser Confidential,1h 51mR,2020,6.2,"95,361"
tt3513548,170,. Richard Jewell,2h 11mR,2019,7.5,"95,155"
tt7838252,171,. K.G.F: Chapter 1,2h 34mNot Rated,2018,8.2,"95,009"
